country,code,name,name_wo,sub_division,function,status,iata,coordinates,remarks,locode
BR,PTA,Pirapetinga,Pirapetinga,MG,--3-----,AA,,2139S 04220W,@Sta@Coo,BRPTA
BR,PWX,Pirapó,Pirapo,RS,--3-----,AA,,2802S 05512W,,BRPWX
BR,PIP,Pirapora,Pirapora,MG,-234----,AA,,1720S 04457W,@Fun@Sta@Sub@Coo,BRPIP
BR,PBJ,Pirapora do Bom Jesus,Pirapora do Bom Jesus,SP,--3-----,AA,,2323S 04700W,@Sta@Coo,BRPBJ
BR,PZO,Pirapozinho,Pirapozinho,SP,--3-----,AA,,2216S 05129W,@Sta@Coo,BRPZO
BR,PQA,Piraquara,Piraquara,PR,--3-----,AA,,2526S 04903W,@Fun@Sta@Coo,BRPQA
BR,PRQ,Piraquê,Piraque,TO,--3-----,AA,,0646S 04817W,,BRPRQ
BR,PNA,Pirassununga,Pirassununga,SP,--34----,AA,,2159S 04725W,@Fun@Coo,BRPNA
BR,PIA,Piratini,Piratini,RS,--3-----,AA,,3126S 05306W,@Sta@Coo,BRPIA
BR,NIN,Piratininga,Piratininga,SP,--3-----,AA,,2224S 04908W,,BRNIN
BR,PRB,Piratuba,Piratuba,SC,--3-----,AA,,2724S 05145W,@Sta@Coo,BRPRB
BR,PIB,Piraúba,Pirauba,MG,--3-----,AA,,2116S 04301W,@Sta@Coo,BRPIB
BR,PLS,Pirenópolis,Pirenopolis,GO,--34----,AA,,1551S 04857W,@Fun@Sta@Coo,BRPLS
BR,PSR,Pires do Rio,Pires do Rio,GO,-234----,AA,,1718S 04816W,@Fun@Sta@Coo,BRPSR
BR,PFR,Pires Ferreira,Pires Ferreira,CE,--3-----,AA,,0414S 04038W,,BRPFR
BR,PYP,Piripá,Piripa,BA,--3-----,AA,,1456S 04143W,,BRPYP
BR,PIR,Piripiri,Piripiri,PI,--3-----,AA,,0416S 04146W,@Sta@Sub@Coo,BRPIR
BR,PTB,Piritiba,Piritiba,BA,--34----,AA,,1144S 04033W,@Fun@Sta@Sub@Coo,BRPTB
BR,PYI,Pirpirituba,Pirpirituba,PB,--3-----,AA,,0646S 03529W,,BRPYI
BR,PTN,Pitanga,Pitanga,PR,--3-----,AA,,2445S 05145W,@Sta@Coo,BRPTN
BR,PWY,Pitangueiras,Pitangueiras,PR,--3-----,AA,,2313S 05135W,,BRPWY
BR,PGA,Pitangueiras,Pitangueiras,SP,--3-----,AA,,2100S 04813W,@Sta@Coo,BRPGA
BR,PAG,Pitangui,Pitangui,MG,--3-----,AA,,1940S 04453W,@Sta@Coo,BRPAG
BR,PMU,Pitimbu,Pitimbu,PB,--3-----,AA,,0728S 03448W,@Sta@Coo,BRPMU
BR,PYM,Pium,Pium,TO,--3-----,AA,,1026S 04909W,,BRPYM
BR,PUM,Piúma,Piuma,ES,--3-----,AA,,2050S 04043W,@Sta@Coo,BRPUM
BR,PUH,Piumhi,Piumhi,MG,--34----,AA,,2028S 04557W,@Fun@Sta@Coo,BRPUH
BR,PCZ,Placas,Placas,PA,--3-----,AA,,0352S 05413W,,BRPCZ
BR,PCC,Plácido de Castro,Placido de Castro,AC,--3-----,AA,,1020S 06711W,,BRPCC
BR,PNN,Planaltina,Planaltina,GO,--3-----,AA,,1527S 04736W,@Fun@Sta@Sub@Coo,BRPNN
BR,PPQ,Planaltina do Paraná,Planaltina do Parana,PR,--3-----,AA,,2301S 05255W,,BRPPQ
BR,PLW,Planaltino,Planaltino,BA,--3-----,AA,,1315S 04022W,,BRPLW
BR,PNT,Planalto,Planalto,BA,--3-----,AA,,1440S 04029W,,BRPNT
BR,PLL,Planalto,Planalto,PR,--3-----,AA,,2542S 05346W,@Fun@Sta@Sub@Coo,BRPLL
BR,PLT,Planalto,Planalto,RS,--3-----,AA,,2719S 05303W,@Sta@Coo,BRPLT
BR,NAL,Planalto,Planalto,SP,--3-----,AA,,2101S 04955W,,BRNAL
BR,PWG,Planalto Alegre,Planalto Alegre,SC,--3-----,AA,,2704S 05252W,,BRPWG
BR,LNT,Planalto da Serra,Planalto da Serra,MT,--3-----,AA,,1439S 05447W,,BRLNT
BR,PLN,Planura,Planura,MG,--3-----,AA,,2008S 04841W,@Sta@Coo,BRPLN
BR,PTQ,Platina,Platina,SP,--3-----,AA,,2238S 05012W,@Fun@Sta@Sub@Coo,BRPTQ
BR,PQZ,Poá,Poa,SP,--3-----,AA,,2331S 04620W,@Sta@Coo,BRPQZ
BR,POW,Poção,Pocao,PE,--3-----,AA,,0811S 03642W,,BRPOW
BR,PPD,Poção de Pedras,Pocao de Pedras,MA,--3-----,AA,,0445S 04457W,,BRPPD
BR,POH,Pocinhos,Pocinhos,PB,--3-----,AA,,0704S 03603W,,BRPOH
BR,PCB,Poço Branco,Poco Branco,RN,--3-----,AA,,0537S 03539W,,BRPCB
BR,PWD,Poço Dantas,Poco Dantas,PB,--3-----,AA,,0624S 03829W,,BRPWD
BR,OCO,Poço das Antas,Poco das Antas,RS,--3-----,AA,,2927S 05140W,,BROCO
BR,PHR,Poço das Trincheiras,Poco das Trincheiras,AL,--3-----,AA,,0918S 03716W,,BRPHR
BR,PJR,Poço de José de Moura,Poco de Jose de Moura,PB,--3-----,AA,,0634S 03830W,@Sta@Sub@Coo,BRPJR
BR,PCF,Poço Fundo,Poco Fundo,MG,--3-----,AA,,2147S 04557W,@Sta@Coo,BRPCF
BR,PCR,Poço Redondo,Poco Redondo,SE,--3-----,AA,,0948S 03741W,,BRPCR
BR,PVD,Poço Verde,Poco Verde,SE,--3-----,AA,,1042S 03810W,,BRPVD
BR,POC,Poções,Pocoes,BA,--3-----,AA,,1431S 04021W,@Sta@Coo,BRPOC
BR,PCN,Poconé,Pocone,MT,--34----,AA,,1615S 05637W,@Fun@Sta@Coo,BRPCN
BR,POO,Poços de Caldas,Pocos de Caldas,MG,-234----,AA,,2147S 04633W,@Fun@Sta@Coo,BRPOO
BR,PEX,Pocrane,Pocrane,MG,--3-----,AA,,1937S 04137W,,BRPEX
BR,PJC,Pojuca,Pojuca,BA,-23-----,AA,,1225S 03819W,@Fun@Sta@Coo,BRPJC
BR,PWI,Poloni,Poloni,SP,--3-----,AA,,2047S 04948W,,BRPWI
BR,PBL,Pombal,Pombal,PB,--3-----,AA,,0646S 03747W,,BRPBL
BR,PMB,Pombos,Pombos,PE,--3-----,AA,,0808S 03523W,@Coo,BRPMB
BR,POM,Pomerode,Pomerode,SC,--3-----,AA,,2644S 04910W,@Fun@Sta@Coo,BRPOM
BR,POE,Pompéia,Pompeia,SP,--3-----,AA,,2206S 05010W,,BRPOE
BR,PEU,Pompéu,Pompeu,MG,--3-----,AA,,1913S 04500W,,BRPEU
BR,POK,Pongaí,Pongai,SP,--3-----,AA,,2144S 04921W,,BRPOK
BR,PMA,Ponta da Madeira Pt / São Luís,Ponta da Madeira Pt / Sao Luis,MA,12------,AA,,0232S 04421W,"Cf BR SLZ, Cf BR IQI@Fun@Sta@Coo",BRPMA
BR,PDP,Ponta de Pedras,Ponta de Pedras,PA,--3-----,AA,,0123S 04852W,,BRPDP
BR,POU,Ponta do Ubu Pt / Anchieta,Ponta do Ubu Pt / Anchieta,ES,1-------,AA,,2046S 04034W,Cf BR AHI@Coo,BRPOU
BR,PTG,Ponta Grossa,Ponta Grossa,PR,-234----,AA,,2505S 05009W,@Fun@Sta@Sub@Coo,BRPTG
BR,PPA,Ponta Porã,Ponta Pora,MS,--34-6--,AA,,2229S 05542W,@Fun@Sta@Sub@Coo,BRPPA
BR,PTL,Pontal,Pontal,SP,--3-----,AA,,2101S 04802W,@Sta@Coo,BRPTL
BR,RAG,Pontal do Araguaia,Pontal do Araguaia,MT,--3-----,AA,,1554S 05215W,,BRRAG
BR,PPN,Pontal do Paraná,Pontal do Parana,PR,1-3-----,AA,,2535S 04826W,,BRPPN
BR,PLI,Pontalina,Pontalina,GO,--3-----,AA,,1730S 04926W,@Sta@Coo,BRPLI
BR,PLQ,Pontalinda,Pontalinda,SP,--3-----,AA,,2026S 05031W,,BRPLQ
BR,POQ,Pontão,Pontao,RS,--3-----,AA,,2803S 05240W,,BRPOQ
BR,PNW,Ponte Alta,Ponte Alta,SC,--3-----,AA,,2728S 05022W,,BRPNW
BR,PJS,Ponte Alta do Bom Jesus,Ponte Alta do Bom Jesus,TO,--3-----,AA,,1205S 04628W,,BRPJS
BR,PNQ,Ponte Alta do Norte,Ponte Alta do Norte,SC,--3-----,AA,,2710S 05027W,,BRPNQ
BR,PTT,Ponte Alta do Tocantins,Ponte Alta do Tocantins,TO,--3-----,AA,,1044S 04732W,,BRPTT
BR,PNK,Ponte Branca,Ponte Branca,MT,--3-----,AA,,1646S 05250W,,BRPNK
BR,PNV,Ponte Nova,Ponte Nova,MG,--34----,AA,,2024S 04254W,@Fun@Sta@Coo,BRPNV
BR,TEE,Ponte Preta,Ponte Preta,RS,--3-----,AA,,2739S 05229W,,BRTEE
BR,NTE,Ponte Serrada,Ponte Serrada,SC,--3-----,AA,,2652S 05200W,,BRNTE
BR,PLC,Pontes e Lacerda,Pontes e Lacerda,MT,--3-----,AA,LCB,1513S 05920W,@Fun@Coo,BRPLC
BR,GES,Pontes Gestal,Pontes Gestal,SP,--3-----,AA,,2010S 04942W,,BRGES
BR,PNB,Ponto Belo,Ponto Belo,ES,--3-----,AA,,1807S 04032W,@Fun@Sta@Sub@Coo,BRPNB
BR,PCQ,Ponto Chique,Ponto Chique,MG,--3-----,AA,,1637S 04503W,,BRPCQ
BR,PDV,Ponto dos Volantes,Ponto dos Volantes,MG,--3-----,AA,,1645S 04130W,,BRPDV
BR,PVO,Ponto Novo,Ponto Novo,BA,--3-----,AA,,1052S 04008W,,BRPVO
BR,ULI,Populina,Populina,SP,--3-----,AA,,1956S 05032W,,BRULI
BR,PGX,Poranga,Poranga,CE,--3-----,AA,,0444S 04055W,,BRPGX
BR,POR,Porangaba,Porangaba,SP,--3-----,AA,,2310S 04807W,@Coo,BRPOR
BR,PAU,Porangatu,Porangatu,GO,--34----,AA,,1326S 04908W,,BRPAU
BR,PNC,Porciúncula,Porciuncula,RJ,--3-----,AA,,2057S 04202W,@Sta@Coo,BRPNC
BR,POT,Porecatu,Porecatu,PR,--3-----,AA,,2245S 05122W,@Sta@Coo,BRPOT
BR,PLG,Portalegre,Portalegre,RN,--3-----,AA,,0601S 03759W,,BRPLG
BR,PAW,Portão,Portao,RS,--3-----,AA,,2941S 05113W,,BRPAW
BR,POJ,Porteirão,Porteirao,GO,--3-----,AA,,1748S 05009W,@Sta@Sub@Coo,BRPOJ
BR,POY,Porteiras,Porteiras,CE,--3-----,AA,,0732S 03906W,,BRPOY
BR,PTH,Porteirinha,Porteirinha,MG,--3-----,AA,,1544S 04301W,@Sta@Coo,BRPTH
BR,POL,Portel,Portel,PA,--3-----,AA,,0156S 05049W,,BRPOL
BR,RTL,Portelândia,Portelandia,GO,--3-----,AA,,1721S 05240W,,BRRTL
BR,RTO,Porto,Porto,PI,--3-----,AA,,0353S 04242W,,BRRTO
BR,PWA,Porto Acre,Porto Acre,AC,--3-----,AA,,0936S 06732W,,BRPWA
BR,POA,Porto Alegre,Porto Alegre,RS,1-34----,AA,,3001S 05113W,@Fun@Sta@Coo,BRPOA
BR,PGN,Porto Alegre do Norte,Porto Alegre do Norte,MT,--3-----,AA,,1052S 05137W,,BRPGN
BR,PGP,Porto Alegre do Piauí,Porto Alegre do Piaui,PI,--3-----,AA,,0658S 04411W,,BRPGP
BR,PGT,Porto Alegre do Tocantins,Porto Alegre do Tocantins,TO,--3-----,AA,,1136S 04702W,,BRPGT
BR,POZ,Porto Amazonas,Porto Amazonas,PR,--3-----,AA,,2532S 04953W,,BRPOZ
BR,PBY,Porto Barreiro,Porto Barreiro,PR,--3-----,AA,,2532S 05224W,,BRPBY
BR,PBO,Porto Belo,Porto Belo,SC,1-3-----,AA,,2708S 04836W,@Fun@Sta@Coo,BRPBO
BR,PCV,Porto Calvo,Porto Calvo,AL,--3-----,AA,,0903S 03523W,,BRPCV
BR,PDF,Porto da Folha,Porto da Folha,SE,--3-----,AA,,0955S 03716W,@Fun@Sta@Sub@Coo,BRPDF
BR,PDM,Porto de Moz,Porto de Moz,PA,--34----,AA,,0144S 05214W,,BRPDM
BR,POP,Porto de Pedras,Porto de Pedras,AL,--3-----,AA,,0909S 03517W,,BRPOP
BR,PTM,Porto do Mangue,Porto do Mangue,RN,--3-----,AA,,0504S 03646W,@Sta@Sub@Coo,BRPTM
BR,PSH,Porto dos Gaúchos,Porto dos Gauchos,MT,--3-----,AA,,1132S 05724W,,BRPSH
BR,PSD,Porto Esperidião,Porto Esperidiao,MT,--3-----,AA,,1551S 05828W,,BRPSD
BR,PWL,Porto Estrela,Porto Estrela,MT,--3-----,AA,,1519S 05712W,,BRPWL
BR,PTZ,Porto Feliz,Porto Feliz,SP,--3-----,AA,,2312S 04731W,@Sta@Coo,BRPTZ
BR,PTF,Porto Ferreira,Porto Ferreira,SP,--3-----,AA,,2151S 04728W,@Sta@Coo,BRPTF
BR,PFE,Porto Firme,Porto Firme,MG,--3-----,AA,,2040S 04305W,,BRPFE
BR,PTC,Porto Franco,Porto Franco,MA,-23-----,AA,,0621S 04722W,@Fun@Sta@Coo,BRPTC
BR,PGE,Porto Grande,Porto Grande,AP,--3-----,AA,,0042N 05124W,,BRPGE
BR,LWC,Porto Lucena,Porto Lucena,RS,--3-----,AA,,2751S 05500W,,BRLWC
BR,MWA,Porto Mauá,Porto Maua,RS,--3--6--,AA,,2734S 05440W,,BRMWA
BR,PMH,Porto Murtinho,Porto Murtinho,MS,--3--6--,AA,,2142S 05753W,@Fun@Sta@Coo,BRPMH
BR,PNL,Porto Nacional,Porto Nacional,TO,-234----,AA,,1042S 04824W,,BRPNL
BR,PTE,Porto Real,Porto Real,RJ,--3-----,AA,,2225S 04417W,@Sta@Coo,BRPTE
BR,PCG,Porto Real do Colégio,Porto Real do Colegio,AL,--3-----,AA,,1010S 03649W,,BRPCG
BR,PTR,Porto Rico,Porto Rico,PR,--3-----,AA,,2246S 05316W,@Sta@Coo,BRPTR
BR,RMW,Porto Rico do Maranhão,Porto Rico do Maranhao,MA,--3-----,AA,,0151S 04435W,,BRRMW
BR,BPS,Porto Seguro,Porto Seguro,BA,--34----,AA,,1626S 03903W,@Fun@Sta@Coo,BRBPS
BR,PUN,Porto União,Porto Uniao,SC,--3-----,AA,,2613S 05104W,@Sta@Coo,BRPUN
BR,PVH,Porto Velho,Porto Velho,RO,--34----,AA,,0846S 06349W,@Fun@Sta@Coo,BRPVH
BR,PVC,Porto Vera Cruz,Porto Vera Cruz,RS,--3-----,AA,,2744S 05453W,,BRPVC
BR,PVT,Porto Vitória,Porto Vitoria,PR,--3-----,AA,,2609S 05114W,@Fun@Sta@Coo,BRPVT
BR,PWR,Porto Walter,Porto Walter,AC,--3-----,AA,,0815S 07244W,,BRPWR
BR,PXI,Porto Xavier,Porto Xavier,RS,--3--6--,AA,,2754S 05508W,@Fun@Sta@Coo,BRPXI
BR,PSS,Posse,Posse,GO,--34----,AA,,1405S 04621W,@Fun@Sta@Coo,BRPSS
BR,OTE,Poté,Pote,MG,--3-----,AA,,1748S 04147W,,BROTE
BR,PGY,Potengi,Potengi,CE,--3-----,AA,,0705S 04001W,,BRPGY
BR,POI,Potim,Potim,SP,--3-----,AA,,2250S 04515W,@Fun@Sta,BRPOI
BR,PTY,Potiraguá,Potiragua,BA,--3-----,AA,,1535S 03952W,,BRPTY
BR,POD,Potirendaba,Potirendaba,SP,--3-----,AA,,2102S 04922W,@Sta@Coo,BRPOD
BR,PYE,Potiretama,Potiretama,CE,--3-----,AA,,0543S 03809W,,BRPYE
BR,PAR,Pouso Alegre,Pouso Alegre,MG,--34-6--,AA,PPY,2213S 04556W,@Fun@Coo,BRPAR
BR,PST,Pouso Alto,Pouso Alto,MG,--3-----,AA,,2211S 04458W,@Sta@Coo,BRPST
BR,PUV,Pouso Novo,Pouso Novo,RS,--3-----,AA,,2910S 05212W,,BRPUV
BR,PUD,Pouso Redondo,Pouso Redondo,SC,--3-----,AA,,2715S 04957W,,BRPUD
BR,PXU,Poxoréu,Poxoreu,MT,--3-----,AA,,1549S 05424W,,BRPXU
BR,PYH,Pracinha,Pracinha,SP,--3-----,AA,,2151S 05105W,,BRPYH
BR,PWU,Pracuúba,Pracuuba,AP,--3-----,AA,,0144N 05047W,,BRPWU
BR,PDW,Prado,Prado,BA,--34----,AA,,1719S 03913W,,BRPDW
BR,PRF,Prado Ferreira,Prado Ferreira,PR,--3-----,AA,,2302S 05126W,,BRPRF
BR,PPL,Pradópolis,Pradopolis,SP,-23-----,AA,,2121S 04803W,@Fun@Sta@Coo,BRPPL
BR,PSX,Prados,Prados,MG,--3-----,AA,,2103S 04404W,,BRPSX
BR,GDE,Praia Grande,Praia Grande,SC,--3-----,AA,,2911S 04957W,,BRGDE
BR,PGR,Praia Grande,Praia Grande,SP,--3-----,AA,,2400S 04624W,@Sta@Coo,BRPGR
BR,PRM,Praia Mole Pt / Vitória,Praia Mole Pt / Vitoria,ES,1-------,AA,,2018S 04013W,"Cf BR VIX, Cf BR TUB",BRPRM
BR,NOR,Praia Norte,Praia Norte,TO,--3-----,AA,,0523S 04748W,,BRNOR
BR,PRH,Prainha,Prainha,PA,--3-----,AA,,0148S 05328W,,BRPRH
BR,PHT,Pranchita,Pranchita,PR,--3-----,AA,,2600S 05344W,,BRPHT
BR,PAA,Prata,Prata,MG,--3-----,AA,,1918S 04855W,@Sta@Coo,BRPAA
BR,PXX,Prata,Prata,PB,--3-----,AA,,0741S 03704W,,BRPXX
BR,PPW,Prata do Piauí,Prata do Piaui,PI,--3-----,AA,,0539S 04212W,,BRPPW
BR,NYA,Pratânia,Pratania,SP,--3-----,AA,,2248S 04839W,,BRNYA
BR,PTP,Pratápolis,Pratapolis,MG,--3-----,AA,,2044S 04651W,,BRPTP
BR,PHX,Pratinha,Pratinha,MG,--3-----,AA,,1945S 04622W,,BRPHX
BR,PSV,Presidente Alves,Presidente Alves,SP,--3-----,AA,,2206S 04926W,,BRPSV
BR,NAR,Presidente Bernardes,Presidente Bernardes,MG,--3-----,AA,,2045S 04311W,,BRNAR
BR,PBR,Presidente Bernardes,Presidente Bernardes,SP,--3-----,AA,,2200S 05133W,@Sta@Coo,BRPBR
BR,KLB,Presidente Castello Branco,Presidente Castello Branco,SC,--3-----,AA,,2713S 05148W,,BRKLB
BR,PLB,Presidente Castelo Branco,Presidente Castelo Branco,PR,--3-----,AA,,2316S 05209W,,BRPLB
BR,PDU,Presidente Dutra,Presidente Dutra,BA,--3-----,AA,,1117S 04159W,,BRPDU
BR,PDR,Presidente Dutra,Presidente Dutra,MA,--3-----,AA,,0516S 04429W,@Fun@Sta@Coo,BRPDR
BR,PEO,Presidente Epitácio,Presidente Epitacio,SP,--34----,AA,,2146S 05206W,@Fun@Sta@Coo,BRPEO
BR,PFU,Presidente Figueiredo,Presidente Figueiredo,AM,--3-----,AA,,0203S 06001W,@Sta@Coo,BRPFU
BR,PGL,Presidente Getúlio,Presidente Getulio,SC,--3-----,AA,,2702S 04937W,@Sta@Coo,BRPGL
BR,PJQ,Presidente Jânio Quadros,Presidente Janio Quadros,BA,--3-----,AA,,1441S 04140W,,BRPJQ
BR,PJO,Presidente Juscelino,Presidente Juscelino,MA,--3-----,AA,,0255S 04404W,,BRPJO
BR,PJN,Presidente Juscelino,Presidente Juscelino,MG,--3-----,AA,,1838S 04403W,,BRPJN
BR,PKY,Presidente Kennedy,Presidente Kennedy,ES,1-3-----,AA,,2106S 04103W,,BRPKY
BR,PKD,Presidente Kennedy,Presidente Kennedy,TO,--3-----,AA,,0831S 04830W,,BRPKD
BR,PKK,Presidente Kubitschek,Presidente Kubitschek,MG,--3-----,AA,,1836S 04333W,,BRPKK
BR,LWN,Presidente Lucena,Presidente Lucena,RS,--3-----,AA,,2931S 05110W,,BRLWN
BR,PSM,Presidente Médici,Presidente Medici,MA,--3-----,AA,,0223S 04549W,,BRPSM
BR,PMC,Presidente Médici,Presidente Medici,RO,--3-----,AA,,1110S 06154W,@Sta@Coo,BRPMC
BR,NEW,Presidente Nereu,Presidente Nereu,SC,--3-----,AA,,2717S 04924W,,BRNEW
BR,POG,Presidente Olegário,Presidente Olegario,MG,--3-----,AA,,1824S 04625W,,BRPOG
BR,PPE,Presidente Prudente,Presidente Prudente,SP,--34----,AA,,2207S 05123W,@Fun,BRPPE
BR,PSY,Presidente Sarney,Presidente Sarney,MA,--3-----,AA,,0235S 04522W,,BRPSY
BR,PEN,Presidente Tancredo Neves,Presidente Tancredo Neves,BA,--3-----,AA,,1328S 03925W,@Fun@Sta@Sub@Coo,BRPEN
BR,PVS,Presidente Vargas,Presidente Vargas,MA,--3-----,AA,,0324S 04402W,,BRPVS
BR,PVE,Presidente Venceslau,Presidente Venceslau,SP,--34----,AA,,2152S 05150W,@Fun@Sta@Coo,BRPVE
BR,PRV,Primavera,Primavera,PA,--3-----,AA,,0056S 04707W,,BRPRV
BR,PMV,Primavera,Primavera,PE,--3-----,AA,,0819S 03521W,@Coo,BRPMV
BR,PVR,Primavera de Rondônia,Primavera de Rondonia,RO,--3-----,AA,,1149S 06118W,,BRPVR
BR,PIL,Primavera do Leste,Primavera do Leste,MT,--34----,AA,,1533S 05418W,@Fun@Sta@Coo,BRPIL
BR,PWZ,Primeira Cruz,Primeira Cruz,MA,--3-----,AA,,0230S 04326W,,BRPWZ
BR,PIW,Primeiro de Maio,Primeiro de Maio,PR,--3-----,AA,,2251S 05101W,,BRPIW
BR,INZ,Princesa,Princesa,SC,--3-----,AA,,2626S 05335W,,BRINZ
BR,PCL,Princesa Isabel,Princesa Isabel,PB,--3-----,AA,,0744S 03759W,,BRPCL
BR,PJL,Professor Jamil,Professor Jamil,GO,--3-----,AA,,1714S 04914W,@Fun@Sub@Coo,BRPJL
BR,PSW,Progresso,Progresso,RS,--3-----,AA,,2914S 05218W,@Fun@Sta@Sub@Coo,BRPSW
BR,PMO,Promissão,Promissao,SP,--3-----,AA,,2132S 04951W,@Sta@Coo,BRPMO
BR,PRP,Propriá,Propria,SE,--3-----,AA,,1012S 03650W,@Sta@Coo,BRPRP
BR,POV,Protásio Alves,Protasio Alves,RS,--3-----,AA,,2845S 05128W,,BRPOV
BR,DEN,Prudente de Morais,Prudente de Morais,MG,-23-----,AA,,1929S 04409W,,BRDEN
BR,PUO,Prudentópolis,Prudentopolis,PR,--3-----,AA,,2512S 05059W,@Sta@Coo,BRPUO
BR,UGM,Pugmil,Pugmil,TO,--3-----,AA,,1025S 04853W,,BRUGM
BR,PZA,Pureza,Pureza,RN,--3-----,AA,,0527S 03533W,,BRPZA
BR,PUG,Putinga,Putinga,RS,--3-----,AA,,2859S 05209W,,BRPUG
BR,PXN,Puxinanã,Puxinana,PB,--3-----,AA,,0708S 03557W,,BRPXN
BR,QDA,Quadra,Quadra,SP,--3-----,AA,,2318S 04803W,,BRQDA
BR,QRA,Quaraí,Quarai,RS,--3--6--,AA,,3022S 05627W,@Fun@Sta@Coo,BRQRA
BR,QGL,Quartel Geral,Quartel Geral,MG,--3-----,AA,,1916S 04533W,,BRQGL
BR,QCO,Quarto Centenário,Quarto Centenario,PR,--3-----,AA,,2416S 05304W,,BRQCO
BR,QTA,Quatá,Quata,SP,--3-----,AA,,2214S 05041W,@Sta@Coo,BRQTA
BR,QGA,Quatiguá,Quatigua,PR,--3-----,AA,,2333S 04954W,@Fun@Sta@Coo,BRQGA
BR,QUU,Quatipuru,Quatipuru,PA,--3-----,AA,,0054S 04700W,,BRQUU
BR,QTS,Quatis,Quatis,RJ,--3-----,AA,,2224S 04415W,@Sta@Coo,BRQTS
BR,QBA,Quatro Barras,Quatro Barras,PR,--3-----,AA,,2522S 04905W,@Sta@Coo,BRQBA
BR,QIS,Quatro Irmãos,Quatro Irmaos,RS,--3-----,AA,,2749S 05226W,,BRQIS
BR,QPT,Quatro Pontes,Quatro Pontes,PR,--3-----,AC,,2434S 05358W,,BRQPT
BR,QRO,Quatro Rodas,Quatro Rodas,PR,--3-----,XX,,,,BRQRO
BR,QEO,Quebrangulo,Quebrangulo,AL,--3-----,AA,,0919S 03628W,,BRQEO
BR,QDI,Quedas do Iguaçu,Quedas do Iguacu,PR,--3-----,AC,,2527S 05254W,,BRQDI
BR,QNA,Queimada Nova,Queimada Nova,PI,--3-----,AA,,0835S 04125W,,BRQNA
BR,QES,Queimadas,Queimadas,BA,--3-----,AA,,1058S 03937W,,BRQES
BR,QUS,Queimadas,Queimadas,PB,--3-----,AA,,0721S 03553W,,BRQUS
BR,QMA,Queimados,Queimados,RJ,--3-----,AA,,2243S 04333W,@Sta@Coo,BRQMA
BR,QUZ,Queiroz,Queiroz,SP,--3-----,AA,,2147S 05014W,,BRQUZ
BR,QLU,Queluz,Queluz,SP,--3-----,AA,,2232S 04446W,@Sta@Coo,BRQLU
BR,QLO,Queluzito,Queluzito,MG,--3-----,AA,,2044S 04352W,,BRQLO
BR,QEA,Querência,Querencia,MT,--3-----,AA,,1235S 05212W,,BRQEA
BR,QDN,Querência do Norte,Querencia do Norte,PR,--3-----,AA,,2305S 05329W,,BRQDN
BR,QVS,Quevedos,Quevedos,RS,--3-----,AA,,2921S 05404W,,BRQVS
BR,QUE,Quijingue,Quijingue,BA,--3-----,AA,,1045S 03912W,,BRQUE
BR,QIO,Quilombo,Quilombo,SC,--3-----,AA,,2644S 05243W,,BRQIO
BR,QDS,Quinta do Sol,Quinta do Sol,PR,--3-----,AA,,2350S 05208W,,BRQDS
BR,QUN,Quintana,Quintana,SP,--3-----,AA,,2204S 05018W,@Sta@Coo,BRQUN
BR,QNO,Quinze de Novembro,Quinze de Novembro,RS,--3-----,AA,,2844S 05305W,,BRQNO
BR,QUA,Quipapá,Quipapa,PE,--3-----,AA,,0849S 03600W,,BRQUA
BR,QPO,Quirinópolis,Quirinopolis,GO,--34----,AA,,1827S 05027W,@Fun@Sta@Coo,BRQPO
BR,QIA,Quissamã,Quissama,RJ,--3-----,AA,,2206S 04128W,,BRQIA
BR,QAA,Quitandinha,Quitandinha,PR,--3-----,AA,,2552S 04929W,,BRQAA
BR,QTR,Quiterianópolis,Quiterianopolis,CE,--3-----,AA,,0550S 04042W,@Sta@Coo,BRQTR
BR,QIB,Quixaba,Quixaba,PB,--3-----,AA,,0701S 03708W,,BRQIB
BR,QUB,Quixaba,Quixaba,PE,--3-----,AA,,0743S 03750W,,BRQUB
BR,QXA,Quixabeira,Quixabeira,BA,--3-----,AA,,1124S 04007W,,BRQXA
BR,QUI,Quixadá,Quixada,CE,--3-----,AA,,0457S 03900W,@Fun@Coo,BRQUI
BR,QUO,Quixelô,Quixelo,CE,--3-----,AA,,0615S 03912W,,BRQUO
BR,QMO,Quixeramobim,Quixeramobim,CE,--3-----,AA,,0511S 03917W,@Sta@Coo,BRQMO
BR,QUX,Quixeré,Quixere,CE,--3-----,AA,,0504S 03759W,,BRQUX
BR,RFD,Rafael Fernandes,Rafael Fernandes,RN,--3-----,AA,,0611S 03813W,,BRRFD
BR,RGR,Rafael Godeiro,Rafael Godeiro,RN,--3-----,AA,,0604S 03742W,,BRRGR
BR,RJO,Rafael Jambeiro,Rafael Jambeiro,BA,--3-----,AA,,1224S 03930W,,BRRJO
BR,RFA,Rafard,Rafard,SP,--3-----,AA,,2300S 04731W,@Sta@Coo,BRRFA
BR,RAD,Ramilândia,Ramilandia,PR,--3-----,AA,,2507S 05401W,,BRRAD
BR,RCA,Rancharia,Rancharia,SP,--3-----,AA,,2213S 05053W,@Sta@Coo,BRRCA
BR,RHE,Rancho Alegre,Rancho Alegre,PR,--3-----,AA,,2304S 05054W,,BRRHE
